# Magnus solar model BS05-OP
#
# Reference:  J. N. Bahcall, A. M. Serenelli and S. Basu, "New solar opacities, abundances, helioseismology, and neutrino fluxes", ApJ 621, L85 (2005), doi:10.1086/428929, astro-ph/0412440
# Source:     https://www.sns.ias.edu/~jnb/SNdata/Export/BS2005/bs05op.dat
# Original:   bs05op.dat
# Retrieved:  2026-09-23
# SHA-256:    61c1600f4a221d8ed4b553349a3cd8b46fc0d893141d39baa8c63f9570237a2a (of bs05op.dat)
# Terms:      "The files accessible here are available for general use. I would appreciate a note at your convenience telling me how you are using them." (J. N. Bahcall, https://www.sns.ias.edu/~jnb/SNdata/sndata.html)
# Modified:   columns extracted only -- radius [R_sun], rho_g_per_cm3, hydrogen mass fraction X --
#             each value copied from the original as written; nothing recomputed or rounded.
#             Built by tools/build_solar_model_tables.py.
# density_column: rho_g_per_cm3
#
# The original header follows, as the authors wrote it:
#
#   Standard Solar Model (BS2005-OP)
#
#   astro-ph/0412440
#
#   Columns in the Standard Model table (below) represent:
#
#   1)  Mass fraction in units of the solar mass
#   2)  Radius of the zone in units of one solar radius
#   3)  Temperature in units of deg (K)
#   4)  Density in units of g/cm^3
#   5)  Pressure in units of dyn/cm^2
#   6)  Luminosity fraction in units of the solar luminosity
#   7)  X(^1H): the hydrogen mass fraction
#   8)  X(^4He): the helium 4 mass fraction
#   9)  X(^3He): the helium 3 mass fraction
#   10) X(^12C): the carbon 12 mass fraction
#   11) X(^14N): the nitrogen 14 mass fraction
#   12) X(^16O): the oxygen 16 mass fraction
#
#   The Table begins here.
#
#
#     M/Msun    R/Rsun      T         Rho        P        L/Lsun      X      Y(He4)    He3      C12       N14       O16
#
# r_over_r_sun  rho_g_per_cm3  x_hydrogen
0.01048  1.517e+02  0.34921
0.01051  1.517e+02  0.34923
0.01058  1.517e+02  0.34927
0.01064  1.516e+02  0.34931
0.01067  1.516e+02  0.34933
0.01074  1.516e+02  0.34937
0.01077  1.516e+02  0.34940
0.01084  1.516e+02  0.34944
0.01091  1.516e+02  0.34948
0.01094  1.516e+02  0.34950
0.01101  1.516e+02  0.34955
0.01105  1.515e+02  0.34957
0.01112  1.515e+02  0.34962
0.01118  1.515e+02  0.34966
0.01122  1.515e+02  0.34969
0.01129  1.515e+02  0.34973
0.01132  1.515e+02  0.34975
0.01140  1.515e+02  0.34980
0.01147  1.514e+02  0.34985
0.01150  1.514e+02  0.34988
0.01157  1.514e+02  0.34992
0.01161  1.514e+02  0.34995
0.01168  1.514e+02  0.35000
0.01175  1.514e+02  0.35005
0.01179  1.514e+02  0.35007
0.01186  1.513e+02  0.35012
0.01190  1.513e+02  0.35015
0.01198  1.513e+02  0.35020
0.01205  1.513e+02  0.35026
0.01209  1.513e+02  0.35028
0.01216  1.513e+02  0.35034
0.01220  1.512e+02  0.35037
0.01228  1.512e+02  0.35042
0.01236  1.512e+02  0.35048
0.01239  1.512e+02  0.35050
0.01247  1.512e+02  0.35056
0.01251  1.512e+02  0.35059
0.01259  1.511e+02  0.35065
0.01267  1.511e+02  0.35071
0.01271  1.511e+02  0.35074
0.01278  1.511e+02  0.35079
0.01282  1.511e+02  0.35083
0.01290  1.510e+02  0.35089
0.01298  1.510e+02  0.35095
0.01302  1.510e+02  0.35098
0.01310  1.510e+02  0.35104
0.01314  1.510e+02  0.35107
0.01322  1.509e+02  0.35113
0.01331  1.509e+02  0.35120
0.01335  1.509e+02  0.35123
0.01342  1.509e+02  0.35129
0.01347  1.509e+02  0.35132
0.01355  1.508e+02  0.35139
0.01363  1.508e+02  0.35145
0.01375  1.508e+02  0.35155
0.01379  1.508e+02  0.35159
0.01392  1.507e+02  0.35169
0.01400  1.507e+02  0.35175
0.01412  1.507e+02  0.35186
0.01421  1.506e+02  0.35193
0.01429  1.506e+02  0.35199
0.01441  1.506e+02  0.35210
0.01454  1.505e+02  0.35220
0.01462  1.505e+02  0.35228
0.01474  1.505e+02  0.35238
0.01486  1.504e+02  0.35249
0.01490  1.504e+02  0.35252
0.01502  1.504e+02  0.35263
0.01510  1.503e+02  0.35269
0.01520  1.503e+02  0.35278
0.01532  1.503e+02  0.35289
0.01542  1.502e+02  0.35298
0.01548  1.502e+02  0.35304
0.01562  1.502e+02  0.35316
0.01571  1.501e+02  0.35324
0.01584  1.501e+02  0.35337
0.01598  1.500e+02  0.35349
0.01607  1.500e+02  0.35358
0.01620  1.499e+02  0.35371
0.01634  1.499e+02  0.35384
0.01643  1.499e+02  0.35393
0.01657  1.498e+02  0.35406
0.01671  1.498e+02  0.35419
0.01680  1.497e+02  0.35428
0.01694  1.497e+02  0.35442
0.01708  1.496e+02  0.35456
0.01718  1.496e+02  0.35465
0.01731  1.495e+02  0.35479
0.01746  1.495e+02  0.35494
0.01755  1.494e+02  0.35503
0.01769  1.494e+02  0.35518
0.01784  1.493e+02  0.35533
0.01794  1.493e+02  0.35543
0.01808  1.492e+02  0.35558
0.01822  1.492e+02  0.35573
0.01832  1.491e+02  0.35583
0.01846  1.491e+02  0.35598
0.01861  1.490e+02  0.35614
0.01871  1.490e+02  0.35625
0.01885  1.489e+02  0.35640
0.01900  1.488e+02  0.35657
0.01910  1.488e+02  0.35668
0.01924  1.487e+02  0.35684
0.01939  1.487e+02  0.35701
0.01949  1.486e+02  0.35712
0.01969  1.486e+02  0.35734
0.01984  1.485e+02  0.35752
0.01994  1.484e+02  0.35763
0.02009  1.484e+02  0.35781
0.02020  1.483e+02  0.35793
0.02035  1.483e+02  0.35810
0.02050  1.482e+02  0.35828
0.02071  1.481e+02  0.35853
0.02086  1.480e+02  0.35871
0.02102  1.480e+02  0.35890
0.02112  1.479e+02  0.35903
0.02128  1.478e+02  0.35922
0.02144  1.478e+02  0.35941
0.02155  1.477e+02  0.35954
