# Magnus solar model B16-AGSS09met
#
# Reference:  N. Vinyoles, A. M. Serenelli, F. L. Villante, S. Basu, J. Bergström, M. C. Gonzalez-Garcia, M. Maltoni, C. Peña-Garay and N. Song, "A new generation of standard solar models", ApJ 835, 202 (2017), doi:10.3847/1538-4357/835/2/202, arXiv:1611.09867
# Source:     https://web.archive.org/web/20220701141642/https://www.ice.csic.es/personal/aldos/Solar_Data_files/struct_b16_agss09.dat
# Original:   struct_b16_agss09.dat
# Retrieved:  2022-07-01 capture, from http://www.ice.csic.es/personal/aldos/Solar_Data.html (offline since at least 2026; the Internet Archive holds it)
# SHA-256:    bd1add510bfe32f120ab6d858e25a0bbabfae11839bad0ce53d0da5b71ee7d2c (of struct_b16_agss09.dat)
# Terms:      No terms stated on the authors' page; cite Vinyoles et al. (2017).
# Modified:   columns extracted only -- radius [R_sun], rho_g_per_cm3, hydrogen mass fraction X --
#             each value copied from the original as written; nothing recomputed or rounded.
#             Built by tools/build_solar_model_tables.py.
# density_column: rho_g_per_cm3
#
# The original header follows, as the authors wrote it:
#
#   # B16: A new Generation of Standard Solar Models
#   # arxiv:1611.09867
#   #
#   # Structure and detailed composition of the AGSS09met model
#   # Mass, radius and luminosity are normalized
#   # T, rho, P in cgs
#   # Abundances in mass fraction
#   #
#   #  Mass     Radius     Temp      Rho       Pres       Lumi      H1       He4      He3       C12       C13       N14        N15      O16       O17       O18        Ne        Na       Mg         Al        Si         P       S         Cl        Ar        K         Ca        Sc         Ti        V         Cr        Mn        Fe        Co        Ni
#
# r_over_r_sun  rho_g_per_cm3  x_hydrogen
0.19300  3.762e+01  0.69476
0.19350  3.744e+01  0.69508
0.19400  3.726e+01  0.69540
0.19450  3.708e+01  0.69572
0.19500  3.690e+01  0.69604
0.19550  3.672e+01  0.69635
0.19600  3.654e+01  0.69666
0.19650  3.636e+01  0.69696
0.19700  3.619e+01  0.69727
0.19750  3.601e+01  0.69757
0.19800  3.584e+01  0.69786
0.19850  3.566e+01  0.69816
0.19900  3.549e+01  0.69845
0.19950  3.532e+01  0.69874
0.20000  3.514e+01  0.69902
0.20050  3.497e+01  0.69930
0.20100  3.480e+01  0.69958
0.20150  3.463e+01  0.69986
0.20200  3.446e+01  0.70013
0.20250  3.429e+01  0.70040
0.20300  3.412e+01  0.70067
0.20350  3.395e+01  0.70094
0.20400  3.379e+01  0.70120
0.20450  3.362e+01  0.70146
0.20500  3.345e+01  0.70171
0.20550  3.329e+01  0.70197
0.20600  3.313e+01  0.70222
0.20650  3.296e+01  0.70247
0.20700  3.280e+01  0.70271
0.20750  3.264e+01  0.70296
0.20800  3.247e+01  0.70320
0.20850  3.231e+01  0.70344
0.20900  3.215e+01  0.70368
0.20950  3.199e+01  0.70391
0.21000  3.183e+01  0.70414
0.21050  3.167e+01  0.70437
0.21100  3.152e+01  0.70460
0.21150  3.136e+01  0.70482
0.21200  3.120e+01  0.70505
0.21250  3.105e+01  0.70526
0.21300  3.089e+01  0.70548
0.21350  3.074e+01  0.70570
0.21400  3.058e+01  0.70591
0.21450  3.043e+01  0.70612
0.21500  3.028e+01  0.70633
0.21550  3.012e+01  0.70654
0.21600  2.997e+01  0.70674
0.21650  2.982e+01  0.70694
0.21700  2.967e+01  0.70714
0.21750  2.952e+01  0.70734
0.21800  2.937e+01  0.70753
0.21850  2.922e+01  0.70773
0.21900  2.908e+01  0.70792
0.21950  2.893e+01  0.70810
0.22000  2.878e+01  0.70829
0.22050  2.864e+01  0.70848
0.22100  2.849e+01  0.70866
0.22150  2.835e+01  0.70884
0.22200  2.820e+01  0.70902
0.22250  2.806e+01  0.70920
0.22300  2.791e+01  0.70937
0.22350  2.777e+01  0.70954
0.22400  2.763e+01  0.70971
0.22450  2.749e+01  0.70988
0.22500  2.735e+01  0.71005
0.22550  2.721e+01  0.71022
0.22600  2.707e+01  0.71038
0.22650  2.693e+01  0.71054
0.22700  2.679e+01  0.71071
0.22750  2.666e+01  0.71086
0.22800  2.652e+01  0.71102
0.22850  2.638e+01  0.71118
0.22900  2.625e+01  0.71133
0.22950  2.611e+01  0.71148
0.23000  2.598e+01  0.71163
0.23050  2.584e+01  0.71178
0.23100  2.571e+01  0.71193
0.23150  2.558e+01  0.71207
0.23200  2.544e+01  0.71221
0.23250  2.531e+01  0.71235
0.23300  2.518e+01  0.71250
0.23350  2.505e+01  0.71263
0.23400  2.492e+01  0.71277
0.23450  2.479e+01  0.71290
0.23500  2.466e+01  0.71304
0.23550  2.453e+01  0.71317
0.23600  2.441e+01  0.71330
0.23650  2.428e+01  0.71343
0.23700  2.415e+01  0.71356
0.23750  2.403e+01  0.71369
0.23800  2.390e+01  0.71381
0.23850  2.378e+01  0.71393
0.23900  2.365e+01  0.71405
0.23950  2.353e+01  0.71418
0.24000  2.340e+01  0.71429
0.24050  2.328e+01  0.71441
0.24100  2.316e+01  0.71452
0.24150  2.304e+01  0.71464
0.24200  2.292e+01  0.71476
0.24250  2.280e+01  0.71487
0.24300  2.268e+01  0.71498
0.24350  2.256e+01  0.71509
0.24400  2.244e+01  0.71520
0.24450  2.232e+01  0.71530
0.24500  2.220e+01  0.71541
0.24550  2.209e+01  0.71551
0.24600  2.197e+01  0.71562
0.24650  2.185e+01  0.71572
0.24700  2.174e+01  0.71582
0.24750  2.162e+01  0.71592
0.24800  2.151e+01  0.71602
0.24850  2.139e+01  0.71611
0.24900  2.128e+01  0.71621
0.24950  2.117e+01  0.71630
0.25000  2.105e+01  0.71640
0.25050  2.094e+01  0.71649
0.25100  2.083e+01  0.71658
0.25150  2.072e+01  0.71667
0.25200  2.061e+01  0.71676
0.25250  2.050e+01  0.71685
0.25300  2.039e+01  0.71694
0.25350  2.028e+01  0.71702
0.25400  2.017e+01  0.71711
0.25450  2.006e+01  0.71719
0.25500  1.996e+01  0.71727
0.25550  1.985e+01  0.71736
0.25600  1.974e+01  0.71744
0.25650  1.964e+01  0.71752
0.25700  1.953e+01  0.71760
0.25750  1.943e+01  0.71767
0.25800  1.932e+01  0.71775
0.25850  1.922e+01  0.71783
0.25900  1.912e+01  0.71790
0.25950  1.901e+01  0.71798
0.26000  1.891e+01  0.71805
0.26050  1.881e+01  0.71812
0.26100  1.871e+01  0.71819
0.26150  1.861e+01  0.71826
0.26200  1.851e+01  0.71833
0.26250  1.841e+01  0.71841
0.26300  1.831e+01  0.71847
0.26350  1.821e+01  0.71854
0.26400  1.811e+01  0.71861
0.26450  1.801e+01  0.71868
0.26500  1.791e+01  0.71874
0.26550  1.782e+01  0.71881
0.26600  1.772e+01  0.71888
0.26650  1.763e+01  0.71894
0.26700  1.753e+01  0.71900
0.26750  1.743e+01  0.71907
0.26800  1.734e+01  0.71913
0.26850  1.724e+01  0.71919
0.26900  1.715e+01  0.71925
0.26950  1.706e+01  0.71932
0.27000  1.697e+01  0.71938
0.27050  1.687e+01  0.71944
0.27100  1.678e+01  0.71950
0.27150  1.669e+01  0.71956
0.27200  1.660e+01  0.71963
0.27250  1.651e+01  0.71969
0.27300  1.642e+01  0.71975
0.27350  1.633e+01  0.71981
0.27400  1.624e+01  0.71987
0.27450  1.615e+01  0.71993
0.27500  1.606e+01  0.71999
0.27550  1.597e+01  0.72004
0.27600  1.588e+01  0.72010
0.27650  1.580e+01  0.72016
0.27700  1.571e+01  0.72022
0.27750  1.563e+01  0.72028
0.27800  1.554e+01  0.72034
0.27850  1.545e+01  0.72040
0.27900  1.537e+01  0.72046
0.27950  1.528e+01  0.72051
0.28000  1.520e+01  0.72057
0.28050  1.512e+01  0.72063
0.28100  1.503e+01  0.72069
0.28150  1.495e+01  0.72075
0.28200  1.487e+01  0.72080
0.28250  1.479e+01  0.72086
0.28300  1.470e+01  0.72091
0.28350  1.462e+01  0.72097
0.28400  1.454e+01  0.72102
0.28450  1.446e+01  0.72108
0.28500  1.438e+01  0.72114
0.28550  1.430e+01  0.72119
0.28600  1.422e+01  0.72125
0.28650  1.414e+01  0.72130
0.28700  1.407e+01  0.72136
0.28750  1.399e+01  0.72142
0.28800  1.391e+01  0.72147
0.28850  1.383e+01  0.72153
0.28900  1.376e+01  0.72159
0.28950  1.368e+01  0.72164
0.29000  1.360e+01  0.72170
0.29050  1.353e+01  0.72175
0.29100  1.345e+01  0.72181
0.29150  1.338e+01  0.72186
0.29200  1.330e+01  0.72191
0.29250  1.323e+01  0.72197
